1.0E-5,29758.6
1.31241E-5,25976.7
1.70876E-5,22765.8
2.2426E-5,19872.9
2.91987E-5,17416.8
3.83206E-5,15203.6
4.98935E-5,13324.9
6.54808E-5,11632.1
8.52562E-5,10195.2
1.11891E-4,8900.45
1.45682E-4,7801.31
1.91195E-4,6811.29
2.48937E-4,5970.81
3.26707E-4,5213.51
4.25373E-4,4570.97
5.58264E-4,3992.16
7.26861E-4,3501.26
9.53941E-4,3059.07
0.00124203,2683.94
0.00163006,2346.5
0.00212234,2060.39
0.00278538,1803.11
0.00362657,1585.28
0.00475955,1390.59
0.00619694,1225.67
0.00813293,1078.55
0.0105891,955.838
0.0138972,844.335
0.0180942,751.942
0.0234661,675.199
0.0253,654.776
0.033204,589.048
0.0432317,539.017
0.0617907,486.369
0.0883169,456.837
0.105586,452.568
0.139211,468.166
0.181253,522.496
0.216694,604.984
0.248471,720.228
0.273788,855.748
0.29833,1046.09
0.317992,1264.62
0.335197,1531.51
0.351036,1872.98
0.366329,2336.2
0.379711,2904.23
0.392819,3677.52
0.405382,4695.29
0.41849,6099.76
0.441648,8981.32
0.453009,9887.04
0.45965,10041.8
0.466991,9855.68
0.480973,8698.18
0.50151,6542.87
0.514359,5628.86
0.525022,5241.61
0.532132,5165.08
0.54337,5304.32
0.571033,6221.62
0.577949,6296.13
0.587285,6143.36
0.598696,5565.71
0.629871,3227.3
0.643,2465.68
0.655319,1935.4
0.668286,1528.52
0.682334,1212.0
0.697462,968.394
0.714751,770.459
0.731771,630.165
0.752032,508.821
0.776345,405.382
0.801199,330.022
0.829294,268.386
0.85955,220.179
0.897371,177.074
0.936272,145.338
0.981657,118.73
1.03353,97.1419
1.09404,79.458
1.15455,66.9247
1.22695,56.2675
1.3188,46.8789
1.42686,39.5329
1.53492,34.6031
1.66459,30.6292
1.83748,27.3178
2.0536,25.0485
2.37778,23.7889
2.44261,23.7435
2.7803,24.4111
3.14923,26.7264
3.52029,31.0561
3.8295,36.9796
4.0846,44.3583
4.27786,52.4283
4.47112,63.8446
4.64505,78.6472
4.79966,97.631
4.92721,119.92
5.03544,146.236
5.13593,179.927
5.22869,223.514
5.30754,275.467
5.38176,343.892
5.44669,428.114
5.5008,525.328
5.55492,660.772
5.59821,811.734
5.63686,996.23
5.67396,1241.03
5.70488,1522.6
5.73581,1913.84
5.76209,2379.8
5.78683,2992.96
5.80847,3741.76
5.82741,4637.81
5.84635,5853.1
5.86568,7537.44
5.88423,9680.21
5.90819,13263.4
5.95689,21616.2
5.97916,24015.4
5.99388,24483.8
6.01255,23649.2
6.03605,20699.9
6.08908,11639.6
6.11034,8762.14
6.12851,6871.43
6.14706,5412.89
6.16639,4290.73
6.18533,3479.39
6.20774,2776.55
6.23209,2226.99
6.25992,1776.97
6.28969,1431.83
